u_ilc_x,u_ilc_y
"[0.0, 2.030115877876826e-06, 1.5994110560468844e-05, 5.315393153199066e-05, 0.00012405227584916245, 0.00023852773225530033, 0.0004057299232947398, 0.0006341346474270926, 0.0009315590211413372, 0.001305176621070353, 0.001761532626104928, 0.002306558959508209, 0.002945589431029849, 0.0036833748790203735, 0.004524098312545355, 0.005471390053499642, 0.006528342878721838, 0.007697527162108336, 0.008981006016727633, 0.010380350436934693, 0.011896654440485127, 0.013530550210649472, 0.01528222323832748, 0.017151427464162372, 0.01913750042065504, 0.02123937837427839, 0.023455611467591647, 0.025784378861354484, 0.028223503876641354, 0.030770469136955775, 0.03342243171034465, 0.03617623825151234, 0.03902844014393511, 0.041975308641975295, 0.04501285001299571, 0.04813682067947364, 0.05134274236111544, 0.05462591721697044, 0.05798144298754562, 0.06140422813691945, 0.06488900699485647, 0.06843035489892144, 0.07202270333659352, 0.07566035508738081, 0.0793374993649342, 0.083048226959162, 0.08678654537834404, 0.0905463939912459, 0.09432165916923332, 0.09810618942838636, 0.10189381057161365, 0.10567834083076669, 0.10945360600875406, 0.11321345462165597, 0.11695177304083801, 0.12066250063506581, 0.1243396449126192, 0.1279772966634065, 0.13156964510107852, 0.13511099300514354, 0.1385957718630806, 0.1420185570124544, 0.14537408278302957, 0.14865725763888463, 0.15186317932052631, 0.15498714998700427, 0.15802469135802458, 0.16097155985606484, 0.16382376174848765, 0.16657756828965534, 0.16922953086304418, 0.17177649612335869, 0.1742156211386456, 0.17654438853240836, 0.17876062162572157, 0.18086249957934505, 0.18284857253583767, 0.18471777676167248, 0.18646944978935046, 0.18810334555951494, 0.18961964956306535, 0.1910189939832724, 0.1923024728378914, 0.19347165712127815, 0.19452860994650015, 0.19547590168745452, 0.19631662512097972, 0.19705441056897013, 0.19769344104049177, 0.19823846737389503, 0.19869482337892955, 0.1990684409788587, 0.19936586535257292, 0.19959427007670524, 0.19976147226774435, 0.19987594772415082, 0.19994684606846833, 0.1999840058894394, 0.19999796988412247, 0.19999999999999998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"[0.0, 0.0006661889550455915, 0.000977092971371622, 0.00105029781868552, 0.0007842633949136285, 0.00100978004403372, 0.0013391683603814159, 0.002147933858057247, 0.0027338598742743087, 0.00394563304178721, 0.004844654371705323, 0.005918356248509787, 0.007177087883732991, 0.008630525216274325, 0.01052136999500608, 0.012387534724686025, 0.014469731790373752, 0.017605862079470628, 0.02013431542307064, 0.02289102393087855, 0.026198766129927, 0.02941754079715076, 0.032868336661676434, 0.03690895097805553, 0.04082151470234609, 0.04496221427098408, 0.049716307077791025, 0.05430397884350382, 0.059109055123618956, 0.06412657668643837, 0.06935094295601443, 0.0747759418421148, 0.08051293663018536, 0.08631826757132452, 0.09230222407223473, 0.09857516781002412, 0.10489083352285847, 0.11135868798889281, 0.11832468662557728, 0.12506757336984373, 0.13193258771997968, 0.13890904309098762, 0.14598596951320164, 0.1531521434622526, 0.1605148392138606, 0.16782497257448936, 0.17518945986027798, 0.18259636162769463, 0.19003363402832985, 0.1976085992543932, 0.20507021290655095, 0.21252573751708242, 0.21996300991771756, 0.22736991168513432, 0.23473439897092294, 0.2420445323315517, 0.2492885065583319, 0.25645468050738285, 0.26373388318808, 0.2707103385590881, 0.2775753529092241, 0.28431823965349046, 0.2907261942578018, 0.29719404872383626, 0.3033566300407433, 0.3095108522537049, 0.3154948087546149, 0.32145322409168126, 0.3270720618197542, 0.3324970607058545, 0.3377214269754305, 0.34273894853825015, 0.3475441797236039, 0.3521318514893165, 0.35637839006761174, 0.36051908963624996, 0.3647533702345555, 0.3684357025594501, 0.3717676222318973, 0.3749863968991214, 0.37788996081447224, 0.38064666932228014, 0.38412318184958916, 0.3864264748878611, 0.38850867195354843, 0.39037468289324656, 0.39203090805729124, 0.3938066831551916, 0.3950655731840892, 0.39629050606525706, 0.3971895273951751, 0.39792555406703556, 0.39851148008325255, 0.39896143738979317, 0.3992909789389457, 0.39951649558806646, 0.39965616532637194, 0.4012391072517866, 0.4012666163213122, 0.40241258197167984]","[0.0, 0.0, -0.0002071710468462233, -0.0002071710468462233, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00020651319784614132, -0.00020651319784614132, -0.00020651319784614132, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00020383455262740164, -0.00020383455262740164, -0.00020383455262740164, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00020196498562879018, -0.00020196498562879018, -0.00020196498562879018, -0.00020196498562879018, -0.00020196498562879018, -0.00020196498562879018, -0.00020196498562879018, -0.00020196498562879018, -0.00020196498562879018, -0.00020165469748241766, -0.00020165469748241766, -0.00020165469748241766, -0.00020165469748241766, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00020196498562879018, -0.00020196498562879018, 0.0, 0.0, -0.00020165469748241766, -0.00020165469748241766, 0.0, 0.0, 0.0, 0.0, -0.0002005109174958764, -0.0002005109174958764, -0.0002005109174958764, 0.0, 0.0, -0.0002000166930660773, -0.0002000166930660773, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00019978447236606342, -0.00019978447236606342, -0.00019978447236606342, -0.00019746856281253062, -0.00019746856281253062, -2.25529583656781e-05]"
"[0.0, 0.0014680247592762075, 0.0015036547042817207, 0.0016118232271477234, 0.0014246681804061605, 0.0027093183771287515, 0.003196027235025456, 0.0042089344919033645, 0.004957679803791605, 0.0065067173762081345, 0.007835124071263279, 0.00942164122516689, 0.011874008276565238, 0.014021627937120857, 0.01669647080601564, 0.01992903230656229, 0.023005716285501583, 0.02721694694931205, 0.03142802135582483, 0.035501373028605565, 0.04022618696523299, 0.04498229416260438, 0.05031698827863042, 0.05610558839135303, 0.06188684816040754, 0.06800504839389179, 0.07483275150980778, 0.08161156051631202, 0.08906819571554761, 0.09648215689179686, 0.10420175474667451, 0.11221781020735955, 0.12075289822184809, 0.12933093773279328, 0.13817291690969657, 0.1475003645266581, 0.1568324819497492, 0.16638947563765752, 0.17638329856098878, 0.18634668385230108, 0.19649052662986996, 0.2069177577686405, 0.21737472483586018, 0.22796356531722686, 0.23878252447384002, 0.24958408142787775, 0.26046595251427473, 0.27141049584157073, 0.2823999152481743, 0.29341344025178095, 0.30443882663760125, 0.31545521576896984, 0.32656351230406244, 0.33750805563135855, 0.34945762586625023, 0.36025918282028796, 0.37096298209781814, 0.38155182257918485, 0.3922049976171331, 0.402513507231076, 0.41277704527625103, 0.42274043056756316, 0.4323116723043203, 0.4430188573845096, 0.45220248294355114, 0.46129604915660183, 0.4704085421360329, 0.47913507351102747, 0.487437547999681, 0.49545360346036604, 0.5026998899829619, 0.5101138511592115, 0.5172140504242915, 0.5239930125225921, 0.5303283880368517, 0.5364467445720542, 0.5438093926186028, 0.5492504591995854, 0.5542340943095372, 0.558990201506909, 0.562729903989789, 0.5668032556625697, 0.5714589516686783, 0.5754553887177497, 0.5785320726966885, 0.58128939504915, 0.5836169590159379, 0.5860772463088917, 0.587937400108444, 0.58967061133658, 0.5905256573889349, 0.5916132208605687, 0.5924789934700134, 0.5932637062555475, 0.5937505637492646, 0.5940837903553182, 0.5948837906281154, 0.5964564041167386, 0.5964970519088616, 0.5983966823443982]","[0.0, 0.0, -0.00020095591544083658, -0.00020095591544083658, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00020031780191075708, -0.00020031780191075708, -0.00020031780191075708, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00020414734612915117, -0.00020414734612915117, -0.00020414734612915117, -0.00020414734612915117, -0.0002037857112456435, -0.0004015052272942231, -0.0004015052272942231, -0.00019771951604857958, 0.0, 0.0, -0.00020323895419728662, -0.00020323895419728662, -0.00020323895419728662, -0.00020323895419728662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00019590603605992648, -0.00019590603605992648, -0.00019590603605992648, -0.000398781623191424, -0.000398781623191424, -0.0003971437918801554, -0.0003971437918801554, -0.0003971437918801554, -0.0003971437918801554, -0.00039684281237817407, -0.00039684281237817407, -0.00019560505655794513, -0.00019560505655794513, 0.0, -0.0001992897724990312, -0.0001992897724990312, -0.0001992897724990312, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00019590603605992648, -0.0003955066614860284, -0.00019960062542610194, -0.00019960062542610194, -0.00019560505655794513, -0.00019560505655794513, 0.0, 0.0, -0.00019856324800001274, -0.00019856324800001274, -0.00039305883797101284, -0.0001944955899710001, -0.0001944955899710001, 0.0, -0.0001978371212786142, -0.0003918533135527092, -0.0003918533135527092, -0.0001978371212786142, -0.00019856324800001274, -0.00019856324800001274, -0.00019856324800001274, -0.00019837940106005137, -0.0003921703392551329, -0.0003921703392551329, -0.00019379093819508152, -0.00019154450592815468, -0.00019154450592815468, -3.823980143893053e-05]"
"[0.0, 0.002371439807704868, 0.002419964849042808, 0.0025620481371943526, 0.0020460201977160024, 0.0034066063449430537, 0.004404564943895306, 0.00561548970719923, 0.006639197033445068, 0.008874507177992336, 0.010619417677230401, 0.012703365649920185, 0.015954681461458873, 0.01877565798018835, 0.022328571313672257, 0.026411447710156792, 0.030452783994950102, 0.036064609301255414, 0.0414328303301921, 0.04678332587299648, 0.053357946504638105, 0.059605266256252704, 0.06664902775584718, 0.074133174091023, 0.08172722602290525, 0.08976375820300832, 0.09860286331876009, 0.1079817576789383, 0.1176538188374837, 0.1273923264387599, 0.13753229893138008, 0.14806167926941227, 0.1591929165358889, 0.17046048335954594, 0.182074900972898, 0.1942464958278286, 0.20650457140986878, 0.21965077387547427, 0.23270030788168078, 0.24578757676362756, 0.2591117273724635, 0.27276748948113594, 0.2865030959740111, 0.30029376593172635, 0.3144653005911945, 0.3286535384308389, 0.342947271803826, 0.357323327444205, 0.37175832944659787, 0.38622597895924937, 0.4007082248967223, 0.4148223786051442, 0.42937269142217144, 0.4437487470625506, 0.460145790641625, 0.4743340284812694, 0.48839385805802704, 0.5021838085053282, 0.5161097367298101, 0.5296503389593996, 0.5430907497211566, 0.556178018603103, 0.5690556560934538, 0.5827248004770924, 0.5947195532407111, 0.6066642831338482, 0.6185409426949167, 0.6311395873457889, 0.6420451894922056, 0.652574723479211, 0.6622555839795177, 0.6714002632239506, 0.6807265815263651, 0.6902247705123232, 0.6985863178544682, 0.706976720385727, 0.7161045619473718, 0.7232516007567595, 0.7295992393731643, 0.7358465591247794, 0.7412283817718445, 0.7465788773146489, 0.7523783812951932, 0.7567125335113354, 0.760753869796128, 0.7646137714540912, 0.7677122319354006, 0.7708364960575562, 0.7732798757146436, 0.7755061169393389, 0.7761987568120601, 0.777627310979474, 0.7787646892721551, 0.7797542653982554, 0.7803937193582001, 0.7802384683089219, 0.7810853669178526, 0.7825299600870735, 0.782583352440116, 0.7834741231181885]","[0.0, 0.0, -0.00019492723797761148, -0.00019492723797761148, -0.00020779314526290433, -0.00020779314526290433, 0.0, 0.0, 0.0, -0.00019430826785343436, -0.00019430826785343436, -0.00019430826785343436, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00019802292574527664, -0.00019802292574527664, -0.0004028986658644409, -0.0004028986658644409, -0.00019767213990827418, -0.00038946007047539635, -0.0005941554263050028, -0.0003964832863967286, -0.0002046953558296064, 0.0, -0.000197141785571368, -0.000197141785571368, -0.000197141785571368, -0.000197141785571368, 0.0, 0.0, -0.0002039669618395933, -0.0002039669618395933, -0.0002039669618395933, -0.00020305770360333676, -0.00020305770360333676, -0.00020305770360333676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00019002885497812868, -0.00019002885497812868, -0.00039381456622377217, -0.0005906038857413248, -0.0005906038857413248, -0.0005873774456737296, -0.0005873774456737296, -0.0005873774456737296, -0.0003852294781237507, -0.0003849375280068288, -0.0003849375280068288, -0.00018973690486120677, -0.00018973690486120677, 0.0, -0.00019331107932406025, -0.00019331107932406025, -0.00019331107932406025, 0.0, 0.0, 0.0, -0.00020032707055591493, -0.00020032707055591493, 0.0, -0.00019002885497812868, -0.0005839685321973624, -0.0003939396772192338, -0.0003933970790293823, -0.0003895213772272702, -0.0003895213772272702, 0.0, 0.0, -0.00019260635056001237, -0.00019260635056001237, -0.0003812670728318824, -0.00018866072227187008, -0.00018866072227187008, 0.0, -0.00019190200764025579, -0.0003800977141461279, -0.0003800977141461279, -0.00019190200764025579, -0.00019260635056001237, -0.00019260635056001237, -0.00039402708830142994, -0.0003938487567696674, -0.0005818259668188964, -0.0003804052290774789, -0.00018797721004922907, -0.00038830950536607807, -0.00038830950536607807, -3.923838488552526e-05]"
"[0.0, 0.003324203379301226, 0.0031057331588405894, 0.0032807137693191095, 0.0028510650123422816, 0.004558651787032492, 0.005693873819055615, 0.007096875563592775, 0.008387296043765483, 0.011287725288327107, 0.013436644477622606, 0.016003100344534976, 0.020388274046959344, 0.02386240671811746, 0.028149456085121833, 0.033057295627392264, 0.038034344648863974, 0.04464699947936662, 0.05161258500713117, 0.05820191010385849, 0.0660955961201013, 0.07390714136586948, 0.08249126304815413, 0.09162008921910958, 0.10097239254952801, 0.11134438894795762, 0.1221345540035501, 0.1335608489266858, 0.14538187326576169, 0.157375190899314, 0.1698629267905445, 0.18247370695047732, 0.19612320899138241, 0.20999961730836994, 0.22465982551420338, 0.239590243189964, 0.2546864981861847, 0.2702464937634287, 0.2862600675200242, 0.30237750348488635, 0.3187867084333943, 0.33593139249525344, 0.35284727923101444, 0.36986188084078553, 0.3876063507704262, 0.4050796690691091, 0.42268290886008864, 0.44125126555223715, 0.4590284826725457, 0.4768466329589707, 0.49468203266154664, 0.5116831133677326, 0.5295721819782364, 0.5472768045623061, 0.5670388210346753, 0.5845121393333581, 0.6018273183003664, 0.6186043434002103, 0.6357048422156297, 0.6523805742823966, 0.6691394301640635, 0.6852568661289253, 0.7011037002651408, 0.7178834009817789, 0.7327242328441308, 0.7475527485669495, 0.7621106497122062, 0.7772782035215925, 0.7910649175034697, 0.8040323720120326, 0.8160747692707191, 0.8270179936549886, 0.8385036474236175, 0.8495713242983578, 0.8598982583135516, 0.8701388267224961, 0.8807441304967363, 0.8895459623676771, 0.8974548448532678, 0.905265824100769, 0.9120024960719725, 0.9185918211686999, 0.9255006628637333, 0.930873974796778, 0.9358510238182489, 0.9405424201674274, 0.9443886502678228, 0.9481569719143041, 0.9506914932833261, 0.953395973604684, 0.954524190286258, 0.956758092798453, 0.9581587741160679, 0.9593470676825175, 0.9591851136153157, 0.9591489955539223, 0.9600413855489025, 0.9624292273434052, 0.9624949819205395, 0.9622357666948986]","[0.0, 0.0, -0.000396562190365434, -0.000396562190365434, -0.0004090421204321681, -0.0002015593509050172, 0.0, 0.0, 0.0, -0.00018847901981783132, -0.00018847901981783132, -0.00018847901981783132, 0.0, 0.0, 0.0, -0.00020560451874289244, -0.00020560451874289244, -0.00020560451874289244, -0.00019208223797291833, -0.00019208223797291833, -0.00039081170588850766, -0.000595507061718114, -0.0003964373315406323, -0.0005824716241907409, -0.0007810261193454591, -0.00038458878780482674, -0.0001985544951547182, 0.0, -0.00019122753200422697, -0.00019122753200422697, -0.00019122753200422697, -0.0003957416372398835, -0.00020451410523565655, -0.00020451410523565655, -0.0004018149148239988, -0.0004018149148239988, -0.0004018149148239988, -0.00019696597249523664, -0.00019696597249523664, -0.00019696597249523664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0001843279893287848, -0.0001843279893287848, -0.0005850578328403958, -0.0007759434727724218, -0.0007759434727724218, -0.0005697561223035177, -0.0005697561223035177, -0.0005697561223035177, -0.0003736725937800382, -0.00037338940216662396, -0.00037338940216662396, -0.00018404479771537055, -0.00018404479771537055, 0.0, -0.00018751174694433843, -0.00018751174694433843, -0.00018751174694433843, 0.0, 0.0, -0.00020178410480720677, -0.00039610136324644426, -0.00039610136324644426, -0.00020251133461576804, -0.00038683932394455286, -0.0007696884304287281, -0.0005853604410999434, -0.0005848341208557874, -0.0003778357359104521, -0.0003778357359104521, 0.0, -0.00020341933848684444, -0.00039024749853005646, -0.00039024749853005646, -0.0003698290606469259, -0.00018300090060371398, -0.00018300090060371398, 0.0, -0.00018614494741104812, -0.00036869478272174406, -0.00036869478272174406, -0.00018614494741104812, -0.000186828160043212, -0.000186828160043212, -0.00038220627565238704, -0.0003820332940665774, -0.0005643711878143296, -0.00036899307220515453, -0.00018233789374775218, -0.0003766602202050957, -0.0003766602202050957, -4.0849100383373714e-05]"
"[0.0, 0.0040462987508041726, 0.0035289896557523064, 0.0037358806688879928, 0.0033900197189376414, 0.005160854346793283, 0.006827476130404561, 0.008416792546737958, 0.009965924786219731, 0.013628546855351835, 0.016169354474003042, 0.019203842998311325, 0.024213519258741156, 0.028321213397755052, 0.033320374717274275, 0.03902827081423088, 0.04538830078643428, 0.05297176025540835, 0.06101185707195926, 0.06892043915312279, 0.07809361859242876, 0.08730471325098825, 0.09750129878983561, 0.1082254644014973, 0.11928327158849585, 0.13144598604859592, 0.14448545473828345, 0.1578977282074879, 0.17180324683167839, 0.18598373019653855, 0.200748796584421, 0.21573505988072353, 0.23182743575223094, 0.24823442031774903, 0.2654923636484279, 0.2830988394603936, 0.3009479714889628, 0.31932434205474447, 0.3382130343692173, 0.35774457163402035, 0.3771462792920101, 0.39731797073607844, 0.41743688636743637, 0.4375787016797016, 0.4588244120988831, 0.47948425844283327, 0.49982313208939116, 0.5215942866936771, 0.5430881957305985, 0.5641563317675837, 0.5852442906223098, 0.6061122047375798, 0.6272398664677558, 0.6481731989872053, 0.6710806733845854, 0.6917405197285356, 0.712213387604087, 0.7316504193082436, 0.7518302515968726, 0.772614195824932, 0.7923550648880859, 0.8114117629233757, 0.8301387178060797, 0.8496982023570738, 0.8667070843047111, 0.8842147152223233, 0.9013734207042425, 0.9191513827369497, 0.9353766971917935, 0.9499977216279624, 0.9643308095422771, 0.9774927024553332, 0.99107291162619, 1.002953279374376, 1.0151866384624273, 1.0271054057701228, 1.0393786233876283, 1.048632118105517, 1.0580554071442176, 1.067828452801811, 1.0758793286174286, 1.0828352871169329, 1.0908203424157343, 1.0972016392741746, 1.1020602237278352, 1.1075581699274926, 1.1114509064289002, 1.1158439638739774, 1.1193015939713271, 1.1224699662164475, 1.1223916774675267, 1.124932180504285, 1.1270638746744663, 1.128444924158055, 1.1284550309039083, 1.1280587003330778, 1.128995216972526, 1.1301960634291452, 1.1302738093636486, 1.1288169298877524]","[0.0, 0.0, -0.00038466532465447097, -0.00038466532465447097, -0.00039677085681920306, -0.0001955125703778667, 0.0, 0.0, 0.0, -0.00018282464922329638, -0.00018282464922329638, -0.00018282464922329638, 0.0, 0.0, 0.0, -0.00019943638318060565, -0.00019943638318060565, -0.00019943638318060565, -0.00018631977083373078, -0.00018631977083373078, -0.0003790873547118524, -0.0005776418498665706, -0.0005897870954537981, -0.0007702403593244034, -0.0009628382196244801, -0.0005782940080300668, -0.00019259786030007665, 0.0, -0.00018549070604410015, -0.00018549070604410015, -0.00018549070604410015, -0.000383869388122687, -0.00040307403790819325, -0.00040307403790819325, -0.0005944558232088852, -0.0005944558232088852, -0.00038976046737927884, -0.00019105699332037953, -0.00019105699332037953, -0.00019105699332037953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00020323895419728662, -0.0003820371038462079, -0.0003820371038462079, -0.0005675060978551839, -0.0007526651685892491, -0.0007526651685892491, -0.0005526634386344122, -0.0005526634386344122, -0.0005526634386344122, -0.00036246241596663703, -0.00036218772010162523, -0.00036218772010162523, -0.00017852345378390944, -0.00017852345378390944, 0.0, -0.00018188639453600827, -0.00038421647855782645, -0.00038421647855782645, -0.00020233008402181817, 0.0, -0.00019573058166299056, -0.0003842183223490509, -0.0003842183223490509, -0.000196435994577295, -0.00037523414422621626, -0.0007465977775158662, -0.0005677996278669451, -0.0005672890972301137, -0.0003665006638331385, -0.0005735042408390449, -0.00020700357700590636, -0.0001973167583322391, -0.00037854007357415476, -0.00037854007357415476, -0.0003587341888275181, -0.00017751087358560256, -0.00017751087358560256, 0.0, -0.00018056059898871667, -0.00035763393924009173, -0.00035763393924009173, -0.00018056059898871667, -0.00039320676295067963, -0.00039320676295067963, -0.0005819939595556795, -0.0005818261674174442, -0.0007586939243527638, -0.00035792328003899986, -0.0001768677569353196, -0.0003653604135989428, -0.0003653604135989428, -3.184288106750235e-05]"
"[0.0, 0.004187607731655403, 0.00429851438121708, 0.004536358484930217, 0.0042717717077955485, 0.005902029177266551, 0.00768585449840893, 0.009455896146384679, 0.012448280198946709, 0.016374641205933866, 0.01929558060106011, 0.02290108796291073, 0.028399504407049306, 0.03312175316988331, 0.03892909770374678, 0.04541304865874897, 0.05263923055700846, 0.06163946049710262, 0.0707218332637763, 0.079792502302712, 0.09068162959190218, 0.10125028718086923, 0.11289264818122918, 0.1251642930503759, 0.1378764389782572, 0.1517761499581776, 0.16664066768048774, 0.1817413796946915, 0.19766885777544316, 0.21397089189967192, 0.23094496886930677, 0.24823545080788792, 0.2666972572956729, 0.28591501852695067, 0.30569276492872954, 0.32589501713281427, 0.34677102719204483, 0.36787928149670807, 0.3895568388123219, 0.41204337216855236, 0.43434780745473944, 0.4574556960595507, 0.4800888052897656, 0.5032640178934502, 0.5275495012776097, 0.5516568660177061, 0.5751238918740493, 0.6000017604531085, 0.6255745309754566, 0.6497951531904853, 0.6740380944227968, 0.6980645013737616, 0.7225703222483408, 0.7466355034051088, 0.7725940719897495, 0.7958707702366854, 0.8194065963535238, 0.8418981688573429, 0.8650649546149851, 0.8887667284202678, 0.9114001502694642, 0.9333079325130691, 0.954354270126388, 0.9766101449967073, 0.9963146821675571, 1.016302333299291, 1.035983818987773, 1.0561753106575393, 1.074173479582024, 1.0911096798262754, 1.1076647376765496, 1.1229787390625285, 1.1390650979026855, 1.1529178220121885, 1.1670004134209115, 1.179479606724373, 1.1933707007698457, 1.2042157948720327, 1.2143128174112892, 1.225426567469319, 1.2347522210140187, 1.242898845178745, 1.2518895089833144, 1.2592485512193883, 1.265018330964661, 1.2693600526144206, 1.2739767304543113, 1.2789757816240266, 1.2824932777408116, 1.2861116251519815, 1.286492041070563, 1.2893299466161476, 1.2895492824979655, 1.2911173052211788, 1.2912943109556958, 1.288967290638741, 1.2899466101233232, 1.2911485910072151, 1.290530115727677, 1.2858352116019405]","[0.0, 0.0, -0.0005804286168812859, -0.0005804286168812859, -0.000592170983081076, -0.0001896471932665307, 0.0, 0.0, -0.00020578403630359425, -0.0003831239460501917, -0.0003831239460501917, -0.00038294442848948995, -0.00020560451874289244, -0.00020560451874289244, 0.0, -0.00019345329168518748, -0.00019345329168518748, -0.00019345329168518748, -0.00018073017770871885, -0.00018073017770871885, -0.0003677147340704968, -0.0005603125943705735, -0.0005720934825901841, -0.0007471331485446713, -0.0009339530730357457, -0.0005609451877891647, -0.00018681992449107434, 0.0, -0.00017992598486277716, -0.00017992598486277716, -0.00017992598486277716, -0.00037235330647900636, -0.00039098181677094747, -0.00039098181677094747, -0.0005766221485126186, -0.0005766221485126186, -0.00037806765335790044, -0.00018532528352076813, -0.00018532528352076813, -0.00018532528352076813, 0.0, 0.0, 0.0, 0.0, 0.0, -0.00020323895419728662, -0.00020323895419728662, -0.00020323895419728662, -0.00039892589037857475, -0.0005723600955380284, -0.0005723600955380284, -0.0007522650197267351, -0.0007300852135315717, -0.0007300852135315717, -0.0005360835354753799, -0.0005360835354753799, -0.0005360835354753799, -0.00035158854348763793, -0.00035132208849857646, -0.00035132208849857646, -0.00017316775017039215, -0.00017316775017039215, 0.0, -0.000176429802699928, -0.00037268998420109166, -0.00037268998420109166, -0.00019626018150116362, 0.0, -0.00039382562605269416, -0.0005766587345181727, -0.0005766587345181727, -0.00039450987657956943, -0.00036397711989942977, -0.0007241998441903903, -0.0005507656390309367, -0.0007553256819930762, -0.0005605609015980103, -0.0007613543712937396, -0.00020079346969572917, -0.00019139725558227192, -0.0003671838713669301, -0.0003671838713669301, -0.00034797216316269255, -0.0001721855473780345, -0.0001721855473780345, 0.0, -0.00017514378101905515, -0.000346904921062889, -0.000346904921062889, -0.00017514378101905515, -0.00038141056006215924, -0.00038141056006215924, -0.0005645341407690092, -0.0005643713823949209, -0.0007359331066221808, -0.0003471855816378299, -0.00017156172422726, -0.00035439960119097453, -0.00035439960119097453, -3.218613732765598e-05]"
